PID,SalePrice,Lot Area,Street,Alley,Lot Config,Land Slope,County,State,District_ID,Bldg Type,Overall Cond,Year Built,Year Remod/Add,Exterior,Exter Cond,Bsmt Unf SF,Total Bsmt SF,Central Air,1st Flr SF,2nd Flr SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,TotRms AbvGrd,Fireplaces,Garage Type,Garage Cars,Open Porch SF,Enclosed Porch,Pool Area,Fence,Sale Condition
179054091,301000,11409,Pave,NA,Inside,Gtl,Fremont,WY,39,1Fam,4,1949,2008,Wd Sdng,TA,476,768,Y,1148,568,1716,0,0,1,1,3,8,1,Attchd,1,0,160,0,NA,Normal
856996209,305000,10800,Pave,NA,Inside,Gtl,Sevier,UT,62,1Fam,4,1949,1950,AsbShng,TA,720,720,N,720,472,1192,0,0,1,1,4,6,0,NA,0,0,0,0,NA,Abnorml
421645644,305000,10800,Pave,NA,Inside,Gtl,Elmore,ID,62,1Fam,4,1949,1950,AsbShng,TA,720,720,N,720,472,1192,0,0,1,1,4,6,0,NA,0,0,0,0,NA,Abnorml
874427195,307000,9462,Pave,NA,Inside,Gtl,Sevier,UT,61,1Fam,6,1949,1973,Wd Sdng,TA,704,704,Y,1024,704,1728,0,0,1,1,3,7,1,Attchd,1,60,0,0,MnPrv,Normal
562133844,307000,9462,Pave,NA,Inside,Gtl,Clearwater,ID,61,1Fam,6,1949,1973,Wd Sdng,TA,704,704,Y,1024,704,1728,0,0,1,1,3,7,1,Attchd,1,60,0,0,MnPrv,Normal
234889454,307000,9462,Pave,NA,Inside,Gtl,Johnson,WY,61,1Fam,6,1949,1973,Wd Sdng,TA,704,704,Y,1024,704,1728,0,0,1,1,3,7,1,Attchd,1,60,0,0,MnPrv,Normal
708008055,292900,8064,Pave,NA,Corner,Gtl,Sevier,UT,62,1Fam,7,1949,2006,MetalSd,Gd,672,672,Y,672,252,924,0,0,1,0,3,6,1,Detchd,2,0,0,0,MnPrv,Normal
557043054,292900,8064,Pave,NA,Corner,Gtl,Elmore,ID,62,1Fam,7,1949,2006,MetalSd,Gd,672,672,Y,672,252,924,0,0,1,0,3,6,1,Detchd,2,0,0,0,MnPrv,Normal
882842454,235000,12205,Pave,NA,Inside,Gtl,Piute,UT,76,1Fam,1,1949,1992,MetalSd,TA,448,448,Y,1588,0,1588,0,0,2,0,5,6,0,NA,0,0,0,0,MnPrv,Abnorml
501968727,235000,12205,Pave,NA,Inside,Gtl,Kootenai,ID,76,1Fam,1,1949,1992,MetalSd,TA,448,448,Y,1588,0,1588,0,0,2,0,5,6,0,NA,0,0,0,0,MnPrv,Abnorml
897363050,242500,6627,Pave,NA,Corner,Gtl,Wayne,UT,19,1Fam,6,1949,1950,VinylSd,TA,0,0,N,720,0,720,0,0,1,0,2,4,0,Detchd,1,0,0,0,NA,Normal
497210132,242500,6627,Pave,NA,Corner,Gtl,Benewah,ID,19,1Fam,6,1949,1950,VinylSd,TA,0,0,N,720,0,720,0,0,1,0,2,4,0,Detchd,1,0,0,0,NA,Normal
178961822,242500,6627,Pave,NA,Corner,Gtl,Lincoln,WY,19,1Fam,6,1949,1950,VinylSd,TA,0,0,N,720,0,720,0,0,1,0,2,4,0,Detchd,1,0,0,0,NA,Normal
792472347,260000,7200,Pave,NA,Inside,Gtl,Sevier,UT,62,Duplex,5,1949,1950,BrkFace,TA,0,0,N,1040,0,1040,0,0,2,0,2,6,0,Detchd,2,0,0,0,NA,Normal
746214179,257500,8544,Pave,NA,Inside,Gtl,Sevier,UT,62,Duplex,4,1949,1950,Stucco,TA,0,0,N,1040,0,1040,0,0,2,0,2,6,0,Detchd,2,0,0,0,NA,Normal
452518102,260000,7200,Pave,NA,Inside,Gtl,Custer,ID,62,Duplex,5,1949,1950,BrkFace,TA,0,0,N,1040,0,1040,0,0,2,0,2,6,0,Detchd,2,0,0,0,NA,Normal
517885471,257500,8544,Pave,NA,Inside,Gtl,Elmore,ID,62,Duplex,4,1949,1950,Stucco,TA,0,0,N,1040,0,1040,0,0,2,0,2,6,0,Detchd,2,0,0,0,NA,Normal
197957495,260000,7200,Pave,NA,Inside,Gtl,Johnson,WY,62,Duplex,5,1949,1950,BrkFace,TA,0,0,N,1040,0,1040,0,0,2,0,2,6,0,Detchd,2,0,0,0,NA,Normal
770070492,280000,11800,Pave,NA,Inside,Gtl,Piute,UT,79,1Fam,7,1949,2002,Stucco,TA,0,0,Y,1382,0,1382,0,0,2,0,1,6,1,Attchd,1,40,0,0,NA,Normal
573144066,280000,11800,Pave,NA,Inside,Gtl,Madison,ID,79,1Fam,7,1949,2002,Stucco,TA,0,0,Y,1382,0,1382,0,0,2,0,1,6,1,Attchd,1,40,0,0,NA,Normal
776670176,303000,47280,Pave,NA,Inside,Gtl,Box Elder,UT,44,1Fam,5,1950,1950,AsbShng,TA,1488,1488,Y,1488,0,1488,0,0,2,1,3,6,1,Attchd,2,0,180,0,NA,Family
469941981,303000,47280,Pave,NA,Inside,Gtl,Valley,ID,44,1Fam,5,1950,1950,AsbShng,TA,1488,1488,Y,1488,0,1488,0,0,2,1,3,6,1,Attchd,2,0,180,0,NA,Family
215163915,303000,47280,Pave,NA,Inside,Gtl,Weston,WY,44,1Fam,5,1950,1950,AsbShng,TA,1488,1488,Y,1488,0,1488,0,0,2,1,3,6,1,Attchd,2,0,180,0,NA,Family
875937471,299900,9600,Pave,NA,Inside,Gtl,Sevier,UT,61,1Fam,6,1950,1950,Wd Sdng,TA,810,1200,Y,1200,0,1200,0,0,1,0,3,6,0,Attchd,1,0,0,0,GdWo,Normal
536841894,299900,9600,Pave,NA,Inside,Gtl,Butte,ID,61,1Fam,6,1950,1950,Wd Sdng,TA,810,1200,Y,1200,0,1200,0,0,1,0,3,6,0,Attchd,1,0,0,0,GdWo,Normal
131348308,299900,9600,Pave,NA,Inside,Gtl,Johnson,WY,61,1Fam,6,1950,1950,Wd Sdng,TA,810,1200,Y,1200,0,1200,0,0,1,0,3,6,0,Attchd,1,0,0,0,GdWo,Normal
863667123,385000,15600,Pave,NA,Inside,Gtl,Weber,UT,33,Duplex,6,1950,1991,VinylSd,Gd,657,1032,Y,1102,1075,2177,0,0,2,1,5,11,0,Detchd,2,0,0,0,NA,Normal
401543742,385000,15600,Pave,NA,Inside,Gtl,Cassia,ID,33,Duplex,6,1950,1991,VinylSd,Gd,657,1032,Y,1102,1075,2177,0,0,2,1,5,11,0,Detchd,2,0,0,0,NA,Normal
131643693,385000,15600,Pave,NA,Inside,Gtl,Albany,WY,33,Duplex,6,1950,1991,VinylSd,Gd,657,1032,Y,1102,1075,2177,0,0,2,1,5,11,0,Detchd,2,0,0,0,NA,Normal
805120494,289000,9600,Pave,NA,Inside,Gtl,Sevier,UT,62,1Fam,5,1950,1950,VinylSd,TA,752,1032,Y,1032,220,1252,0,0,1,0,3,6,0,Attchd,1,0,96,0,NA,Abnorml
426466214,289000,9600,Pave,NA,Inside,Gtl,Elmore,ID,62,1Fam,5,1950,1950,VinylSd,TA,752,1032,Y,1032,220,1252,0,0,1,0,3,6,0,Attchd,1,0,96,0,NA,Abnorml
834221737,298500,5830,Pave,NA,Corner,Gtl,Wayne,UT,15,1Fam,6,1950,1997,MetalSd,Gd,200,988,Y,1030,582,1612,0,0,1,1,3,7,0,Detchd,1,0,0,0,MnPrv,Normal
484819040,298500,5830,Pave,NA,Corner,Gtl,Bannock,ID,15,1Fam,6,1950,1997,MetalSd,Gd,200,988,Y,1030,582,1612,0,0,1,1,3,7,0,Detchd,1,0,0,0,MnPrv,Normal
210930531,298500,5830,Pave,NA,Corner,Gtl,Lincoln,WY,15,1Fam,6,1950,1997,MetalSd,Gd,200,988,Y,1030,582,1612,0,0,1,1,3,7,0,Detchd,1,0,0,0,MnPrv,Normal
814566544,322000,13710,Pave,NA,Inside,Gtl,San Juan,UT,52,1Fam,5,1950,1950,Wd Sdng,TA,490,910,Y,910,648,1558,0,0,1,1,4,6,0,Attchd,1,0,0,0,MnPrv,Normal
477121087,322000,13710,Pave,NA,Inside,Gtl,Valley,ID,52,1Fam,5,1950,1950,Wd Sdng,TA,490,910,Y,910,648,1558,0,0,1,1,4,6,0,Attchd,1,0,0,0,MnPrv,Normal
170687097,322000,13710,Pave,NA,Inside,Gtl,Weston,WY,52,1Fam,5,1950,1950,Wd Sdng,TA,490,910,Y,910,648,1558,0,0,1,1,4,6,0,Attchd,1,0,0,0,MnPrv,Normal
875644433,289000,7200,Pave,NA,Inside,Gtl,Sevier,UT,61,1Fam,7,1950,1950,MetalSd,TA,246,876,Y,988,0,988,0,0,1,0,3,6,0,Attchd,1,80,0,0,NA,Normal
410236915,289000,7200,Pave,NA,Inside,Gtl,Clearwater,ID,61,1Fam,7,1950,1950,MetalSd,TA,246,876,Y,988,0,988,0,0,1,0,3,6,0,Attchd,1,80,0,0,NA,Normal
235103078,289000,7200,Pave,NA,Inside,Gtl,Johnson,WY,61,1Fam,7,1950,1950,MetalSd,TA,246,876,Y,988,0,988,0,0,1,0,3,6,0,Attchd,1,80,0,0,NA,Normal
710454043,272000,7200,Pave,NA,Inside,Gtl,Sevier,UT,62,1Fam,3,1950,1950,WdShing,TA,432,864,Y,1238,0,1238,0,0,1,1,3,6,1,Attchd,1,171,0,0,NA,Normal
552627746,272000,7200,Pave,NA,Inside,Gtl,Elmore,ID,62,1Fam,3,1950,1950,WdShing,TA,432,864,Y,1238,0,1238,0,0,1,1,3,6,1,Attchd,1,171,0,0,NA,Normal
824457999,310000,9600,Pave,NA,Inside,Gtl,Sevier,UT,62,1Fam,8,1950,2005,VinylSd,Gd,736,856,Y,1112,556,1668,0,0,1,1,3,6,0,Attchd,1,0,0,0,MnPrv,Normal
482354746,310000,9600,Pave,NA,Inside,Gtl,Custer,ID,62,1Fam,8,1950,2005,VinylSd,Gd,736,856,Y,1112,556,1668,0,0,1,1,3,6,0,Attchd,1,0,0,0,MnPrv,Normal
171525820,310000,9600,Pave,NA,Inside,Gtl,Johnson,WY,62,1Fam,8,1950,2005,VinylSd,Gd,736,856,Y,1112,556,1668,0,0,1,1,3,6,0,Attchd,1,0,0,0,MnPrv,Normal
721139681,298500,8064,Pave,NA,Inside,Gtl,Sevier,UT,62,1Fam,5,1950,1950,Wd Sdng,TA,174,795,N,765,368,1133,0,0,1,0,3,5,0,Detchd,2,0,231,0,NA,Abnorml
540675297,298500,8064,Pave,NA,Inside,Gtl,Custer,ID,62,1Fam,5,1950,1950,Wd Sdng,TA,174,795,N,765,368,1133,0,0,1,0,3,5,0,Detchd,2,0,231,0,NA,Abnorml
273448407,298500,8064,Pave,NA,Inside,Gtl,Johnson,WY,62,1Fam,5,1950,1950,Wd Sdng,TA,174,795,N,765,368,1133,0,0,1,0,3,5,0,Detchd,2,0,231,0,NA,Abnorml
847624842,299500,6000,Pave,NA,Inside,Gtl,Piute,UT,79,1Fam,7,1950,1970,Wd Sdng,Ex,384,768,Y,768,560,1328,0,0,1,1,3,6,0,Detchd,1,12,0,0,MnPrv,Normal
583081396,299500,6000,Pave,NA,Inside,Gtl,Madison,ID,79,1Fam,7,1950,1970,Wd Sdng,Ex,384,768,Y,768,560,1328,0,0,1,1,3,6,0,Detchd,1,12,0,0,MnPrv,Normal
707045320,252000,8400,Pave,NA,Inside,Gtl,Garfield,UT,87,1Fam,4,1950,1950,Wd Sdng,Fa,721,721,Y,841,0,841,0,0,1,0,2,4,0,CarPort,1,0,24,0,NA,Normal
461775214,252000,8400,Pave,NA,Inside,Gtl,Nez Perce,ID,87,1Fam,4,1950,1950,Wd Sdng,Fa,721,721,Y,841,0,841,0,0,1,0,2,4,0,CarPort,1,0,24,0,NA,Normal
855014605,275000,7200,Pave,Grvl,Inside,Gtl,Piute,UT,77,1Fam,5,1950,1950,MetalSd,TA,576,576,Y,864,0,864,0,0,1,0,2,5,0,Detchd,1,0,115,0,NA,Normal
510270616,275000,7200,Pave,Grvl,Inside,Gtl,Kootenai,ID,77,1Fam,5,1950,1950,MetalSd,TA,576,576,Y,864,0,864,0,0,1,0,2,5,0,Detchd,1,0,115,0,NA,Normal
819819848,268300,7200,Pave,NA,Inside,Gtl,Sevier,UT,61,1Fam,5,1950,1950,MetalSd,TA,0,0,Y,1048,0,1048,0,0,1,0,3,7,0,Detchd,2,27,0,0,NA,Normal
401703072,268300,7200,Pave,NA,Inside,Gtl,Butte,ID,61,1Fam,5,1950,1950,MetalSd,TA,0,0,Y,1048,0,1048,0,0,1,0,3,7,0,Detchd,2,27,0,0,NA,Normal
108226844,268300,7200,Pave,NA,Inside,Gtl,Johnson,WY,61,1Fam,5,1950,1950,MetalSd,TA,0,0,Y,1048,0,1048,0,0,1,0,3,7,0,Detchd,2,27,0,0,NA,Normal
731716488,262900,8544,Pave,NA,Corner,Gtl,Sevier,UT,62,Duplex,4,1950,1950,BrkFace,TA,0,0,N,1040,0,1040,0,0,2,0,2,6,0,Detchd,2,0,0,0,NA,Normal
832479702,279500,7200,Pave,NA,Inside,Gtl,Sevier,UT,62,1Fam,7,1950,1950,Wd Sdng,TA,0,0,Y,1040,0,1040,0,0,1,0,2,5,0,Detchd,2,0,0,0,NA,Normal
873708445,279900,7200,Pave,NA,Inside,Gtl,Sevier,UT,62,1Fam,5,1950,1950,BrkFace,TA,0,0,Y,1040,0,1040,0,0,1,0,2,4,0,Detchd,2,29,0,0,NA,Normal
701437201,251400,8544,Pave,NA,Corner,Gtl,Sevier,UT,62,Duplex,4,1950,1950,BrkFace,TA,0,0,N,1040,0,1040,0,0,2,0,2,6,0,Detchd,2,0,0,0,NA,Normal
731336822,263500,8544,Pave,NA,Inside,Gtl,Sevier,UT,62,Duplex,4,1950,1950,Stucco,TA,0,0,N,1040,0,1040,0,0,2,0,2,6,0,Detchd,2,0,0,0,NA,Normal
459917101,279500,7200,Pave,NA,Inside,Gtl,Elmore,ID,62,1Fam,7,1950,1950,Wd Sdng,TA,0,0,Y,1040,0,1040,0,0,1,0,2,5,0,Detchd,2,0,0,0,NA,Normal
476795445,279900,7200,Pave,NA,Inside,Gtl,Elmore,ID,62,1Fam,5,1950,1950,BrkFace,TA,0,0,Y,1040,0,1040,0,0,1,0,2,4,0,Detchd,2,29,0,0,NA,Normal
458031978,263500,8544,Pave,NA,Inside,Gtl,Elmore,ID,62,Duplex,4,1950,1950,Stucco,TA,0,0,N,1040,0,1040,0,0,2,0,2,6,0,Detchd,2,0,0,0,NA,Normal
473967500,262900,8544,Pave,NA,Corner,Gtl,Elmore,ID,62,Duplex,4,1950,1950,BrkFace,TA,0,0,N,1040,0,1040,0,0,2,0,2,6,0,Detchd,2,0,0,0,NA,Normal
585121867,251400,8544,Pave,NA,Corner,Gtl,Elmore,ID,62,Duplex,4,1950,1950,BrkFace,TA,0,0,N,1040,0,1040,0,0,2,0,2,6,0,Detchd,2,0,0,0,NA,Normal
884273324,301000,21370,Pave,NA,FR2,Gtl,Duchesne,UT,80,1Fam,5,1950,1950,Wd Sdng,TA,0,0,Y,1640,0,1640,0,0,1,0,3,7,1,Attchd,2,0,225,0,NA,Normal
545085146,301000,21370,Pave,NA,FR2,Gtl,Madison,ID,80,1Fam,5,1950,1950,Wd Sdng,TA,0,0,Y,1640,0,1640,0,0,1,0,3,7,1,Attchd,2,0,225,0,NA,Normal
850074671,307900,10680,Pave,NA,Inside,Gtl,Sevier,UT,62,1Fam,3,1951,1951,Wd Sdng,TA,1380,2136,N,2136,0,2136,0,0,2,0,4,7,0,Detchd,2,30,0,0,MnPrv,Normal
454758276,307900,10680,Pave,NA,Inside,Gtl,Custer,ID,62,1Fam,3,1951,1951,Wd Sdng,TA,1380,2136,N,2136,0,2136,0,0,2,0,4,7,0,Detchd,2,30,0,0,MnPrv,Normal
869059159,274000,7801,Pave,NA,Corner,Gtl,Weber,UT,33,1Fam,5,1951,1951,WdShing,Fa,591,1091,N,1091,0,1091,0,1,1,0,2,5,1,Attchd,1,105,221,0,MnPrv,Normal
420534621,274000,7801,Pave,NA,Corner,Gtl,Gem,ID,33,1Fam,5,1951,1951,WdShing,Fa,591,1091,N,1091,0,1091,0,1,1,0,2,5,1,Attchd,1,105,221,0,MnPrv,Normal
177309584,274000,7801,Pave,NA,Corner,Gtl,Albany,WY,33,1Fam,5,1951,1951,WdShing,Fa,591,1091,N,1091,0,1091,0,1,1,0,2,5,1,Attchd,1,105,221,0,MnPrv,Normal
716563742,264000,7200,Pave,NA,Inside,Gtl,Sevier,UT,62,1Fam,7,1951,1951,MetalSd,TA,444,876,Y,876,0,876,0,0,1,0,2,5,1,Detchd,2,0,0,0,NA,Abnorml
433319779,264000,7200,Pave,NA,Inside,Gtl,Elmore,ID,62,1Fam,7,1951,1951,MetalSd,TA,444,876,Y,876,0,876,0,0,1,0,2,5,1,Detchd,2,0,0,0,NA,Abnorml
882195680,311000,19138,Pave,NA,Corner,Gtl,Box Elder,UT,44,1Fam,5,1951,1951,VinylSd,TA,744,864,Y,864,0,864,0,0,1,0,2,4,0,Detchd,2,0,0,0,NA,Normal
441842844,311000,19138,Pave,NA,Corner,Gtl,Valley,ID,44,1Fam,5,1951,1951,VinylSd,TA,744,864,Y,864,0,864,0,0,1,0,2,4,0,Detchd,2,0,0,0,NA,Normal
182646612,311000,19138,Pave,NA,Corner,Gtl,Weston,WY,44,1Fam,5,1951,1951,VinylSd,TA,744,864,Y,864,0,864,0,0,1,0,2,4,0,Detchd,2,0,0,0,NA,Normal
819695788,272000,8877,Pave,NA,Inside,Gtl,Kane,UT,39,1Fam,5,1951,1951,Wd Sdng,TA,0,836,Y,1220,0,1220,0,0,1,0,2,6,0,Detchd,2,0,0,0,NA,Normal
570403919,272000,8877,Pave,NA,Inside,Gtl,Power,ID,39,1Fam,5,1951,1951,Wd Sdng,TA,0,836,Y,1220,0,1220,0,0,1,0,2,6,0,Detchd,2,0,0,0,NA,Normal
287892876,272000,8877,Pave,NA,Inside,Gtl,Fremont,WY,39,1Fam,5,1951,1951,Wd Sdng,TA,0,836,Y,1220,0,1220,0,0,1,0,2,6,0,Detchd,2,0,0,0,NA,Normal
857565956,285000,9000,Pave,NA,Inside,Gtl,San Juan,UT,52,2fmCon,6,1951,1951,WdShing,Fa,660,660,N,1060,336,1396,0,0,2,0,4,8,0,NA,0,0,0,0,NA,Abnorml
498436149,285000,9000,Pave,NA,Inside,Gtl,Valley,ID,52,2fmCon,6,1951,1951,WdShing,Fa,660,660,N,1060,336,1396,0,0,2,0,4,8,0,NA,0,0,0,0,NA,Abnorml
117308704,285000,9000,Pave,NA,Inside,Gtl,Weston,WY,52,2fmCon,6,1951,1951,WdShing,Fa,660,660,N,1060,336,1396,0,0,2,0,4,8,0,NA,0,0,0,0,NA,Abnorml
748942415,296000,13070,Pave,NA,Corner,Gtl,Sevier,UT,62,1Fam,5,1951,1951,MetalSd,TA,323,631,Y,1112,0,1112,0,0,1,0,2,5,0,Basment,2,0,255,0,NA,Normal
536881889,296000,13070,Pave,NA,Corner,Gtl,Elmore,ID,62,1Fam,5,1951,1951,MetalSd,TA,323,631,Y,1112,0,1112,0,0,1,0,2,5,0,Basment,2,0,255,0,NA,Normal
713960642,323500,13108,Pave,NA,Inside,Gtl,Weber,UT,34,1Fam,5,1951,1951,Wd Sdng,TA,0,0,Y,1226,0,1226,0,0,1,1,2,7,1,Attchd,2,24,348,0,NA,Normal
444742479,323500,13108,Pave,NA,Inside,Gtl,Gem,ID,34,1Fam,5,1951,1951,Wd Sdng,TA,0,0,Y,1226,0,1226,0,0,1,1,2,7,1,Attchd,2,24,348,0,NA,Normal
176715324,323500,13108,Pave,NA,Inside,Gtl,Sherdan,WY,34,1Fam,5,1951,1951,Wd Sdng,TA,0,0,Y,1226,0,1226,0,0,1,1,2,7,1,Attchd,2,24,348,0,NA,Normal
739240216,251500,31250,Pave,NA,Inside,Gtl,Millard,UT,58,1Fam,3,1951,1951,CBlock,Fa,0,0,Y,1600,0,1600,0,0,1,1,3,6,0,Attchd,1,0,135,0,NA,Normal
526502648,251500,31250,Pave,NA,Inside,Gtl,Bingham,ID,58,1Fam,3,1951,1951,CBlock,Fa,0,0,Y,1600,0,1600,0,0,1,1,3,6,0,Attchd,1,0,135,0,NA,Normal
153900260,251500,31250,Pave,NA,Inside,Gtl,Johnson,WY,58,1Fam,3,1951,1951,CBlock,Fa,0,0,Y,1600,0,1600,0,0,1,1,3,6,0,Attchd,1,0,135,0,NA,Normal
890031395,285000,31220,Pave,NA,FR2,Gtl,Box Elder,UT,43,1Fam,2,1952,1952,BrkFace,TA,1632,1632,Y,1474,0,1474,0,0,1,0,3,7,2,Attchd,2,0,144,0,NA,Normal
437310759,285000,31220,Pave,NA,FR2,Gtl,Valley,ID,43,1Fam,2,1952,1952,BrkFace,TA,1632,1632,Y,1474,0,1474,0,0,1,0,3,7,2,Attchd,2,0,144,0,NA,Normal
251381623,285000,31220,Pave,NA,FR2,Gtl,Weston,WY,43,1Fam,2,1952,1952,BrkFace,TA,1632,1632,Y,1474,0,1474,0,0,1,0,3,7,2,Attchd,2,0,144,0,NA,Normal
874119720,367600,9724,Pave,NA,Inside,Gtl,Sevier,UT,62,1Fam,7,1952,2002,MetalSd,TA,470,1140,Y,1929,532,2461,0,0,2,0,3,7,2,Detchd,2,0,0,0,GdWo,Normal
537497252,367600,9724,Pave,NA,Inside,Gtl,Elmore,ID,62,1Fam,7,1952,2002,MetalSd,TA,470,1140,Y,1929,532,2461,0,0,2,0,3,7,2,Detchd,2,0,0,0,GdWo,Normal
736966874,293500,6420,Pave,NA,Inside,Gtl,Kane,UT,38,1Fam,7,1952,1952,Wd Sdng,TA,219,980,Y,1148,0,1148,0,1,1,0,2,6,0,Detchd,1,0,0,0,NA,Normal
504054447,293500,6420,Pave,NA,Inside,Gtl,Oneida,ID,38,1Fam,7,1952,1952,Wd Sdng,TA,219,980,Y,1148,0,1148,0,1,1,0,2,6,0,Detchd,1,0,0,0,NA,Normal
108871435,293500,6420,Pave,NA,Inside,Gtl,Crook,WY,38,1Fam,7,1952,1952,Wd Sdng,TA,219,980,Y,1148,0,1148,0,1,1,0,2,6,0,Detchd,1,0,0,0,NA,Normal
876998498,294500,7596,Pave,Grvl,Inside,Gtl,Piute,UT,76,Duplex,5,1952,1952,Wd Sdng,TA,960,960,Y,960,1000,1960,0,0,2,0,4,10,0,Detchd,2,0,0,0,NA,Normal
507321137,294500,7596,Pave,Grvl,Inside,Gtl,Kootenai,ID,76,Duplex,5,1952,1952,Wd Sdng,TA,960,960,Y,960,1000,1960,0,0,2,0,4,10,0,Detchd,2,0,0,0,NA,Normal
810915669,295000,10950,Pave,NA,Inside,Gtl,Sevier,UT,61,1Fam,6,1952,1952,Wd Sdng,TA,507,948,Y,948,0,948,0,0,1,0,2,5,0,Detchd,2,48,0,0,NA,Normal
589956111,295000,10950,Pave,NA,Inside,Gtl,Clearwater,ID,61,1Fam,6,1952,1952,Wd Sdng,TA,507,948,Y,948,0,948,0,0,1,0,2,5,0,Detchd,2,48,0,0,NA,Normal
298030981,295000,10950,Pave,NA,Inside,Gtl,Johnson,WY,61,1Fam,6,1952,1952,Wd Sdng,TA,507,948,Y,948,0,948,0,0,1,0,2,5,0,Detchd,2,48,0,0,NA,Normal
857002695,282500,15783,Pave,NA,Inside,Gtl,Piute,UT,79,1Fam,5,1952,1952,Wd Sdng,TA,632,924,Y,924,0,924,0,0,1,0,2,6,0,Detchd,1,324,0,0,MnPrv,Normal
427498488,282500,15783,Pave,NA,Inside,Gtl,Madison,ID,79,1Fam,5,1952,1952,Wd Sdng,TA,632,924,Y,924,0,924,0,0,1,0,2,6,0,Detchd,1,324,0,0,MnPrv,Normal
770880491,336000,8520,Pave,NA,Corner,Gtl,Sevier,UT,61,1Fam,4,1952,1952,BrkFace,Fa,403,910,Y,910,475,1385,0,0,2,0,4,6,0,Detchd,2,0,0,0,MnPrv,Normal
448542679,336000,8520,Pave,NA,Corner,Gtl,Bonner,ID,61,1Fam,4,1952,1952,BrkFace,Fa,403,910,Y,910,475,1385,0,0,2,0,4,6,0,Detchd,2,0,0,0,MnPrv,Normal
285699489,336000,8520,Pave,NA,Corner,Gtl,Johnson,WY,61,1Fam,4,1952,1952,BrkFace,Fa,403,910,Y,910,475,1385,0,0,2,0,4,6,0,Detchd,2,0,0,0,MnPrv,Normal
788439653,306000,10266,Pave,NA,Inside,Gtl,San Juan,UT,50,1Fam,6,1952,1952,MetalSd,TA,396,768,Y,768,768,1536,0,0,1,1,4,7,0,Detchd,1,216,80,0,NA,Abnorml
538649994,306000,10266,Pave,NA,Inside,Gtl,Washington,ID,50,1Fam,6,1952,1952,MetalSd,TA,396,768,Y,768,768,1536,0,0,1,1,4,7,0,Detchd,1,216,80,0,NA,Abnorml
172548611,306000,10266,Pave,NA,Inside,Gtl,Weston,WY,50,1Fam,6,1952,1952,MetalSd,TA,396,768,Y,768,768,1536,0,0,1,1,4,7,0,Detchd,1,216,80,0,NA,Abnorml
807897614,305000,12048,Pave,NA,Inside,Gtl,Kane,UT,38,1Fam,6,1952,2002,Wd Sdng,TA,0,0,Y,1488,0,1488,0,0,1,0,3,7,1,Attchd,2,189,384,0,NA,Normal
537439727,305000,12048,Pave,NA,Inside,Gtl,Oneida,ID,38,1Fam,6,1952,2002,Wd Sdng,TA,0,0,Y,1488,0,1488,0,0,1,0,3,7,1,Attchd,2,189,384,0,NA,Normal
250154543,305000,12048,Pave,NA,Inside,Gtl,Crook,WY,38,1Fam,6,1952,2002,Wd Sdng,TA,0,0,Y,1488,0,1488,0,0,1,0,3,7,1,Attchd,2,189,384,0,NA,Normal
897876556,395000,15593,Pave,NA,Corner,Gtl,Cache,UT,21,1Fam,4,1953,1953,BrkFace,TA,701,1304,Y,1304,983,2287,0,0,2,0,3,7,1,Attchd,2,21,114,0,NA,Normal
452311628,395000,15593,Pave,NA,Corner,Gtl,Benewah,ID,21,1Fam,4,1953,1953,BrkFace,TA,701,1304,Y,1304,983,2287,0,0,2,0,3,7,1,Attchd,2,21,114,0,NA,Normal
209467495,395000,15593,Pave,NA,Corner,Gtl,Carbon,WY,21,1Fam,4,1953,1953,BrkFace,TA,701,1304,Y,1304,983,2287,0,0,2,0,3,7,1,Attchd,2,21,114,0,NA,Normal
775733593,307500,9373,Pave,NA,Corner,Gtl,Sevier,UT,62,1Fam,6,1953,1953,MetalSd,TA,456,1152,Y,1152,0,1152,0,0,1,1,3,6,0,Detchd,2,0,0,0,NA,Normal
446943699,307500,9373,Pave,NA,Corner,Gtl,Elmore,ID,62,1Fam,6,1953,1953,MetalSd,TA,456,1152,Y,1152,0,1152,0,0,1,1,3,6,0,Detchd,2,0,0,0,NA,Normal
755689845,325000,10452,Pave,NA,Inside,Gtl,Kane,UT,38,1Fam,5,1953,1953,Wd Sdng,TA,594,1094,Y,1094,0,1094,0,0,1,0,3,5,2,Attchd,2,0,287,0,NA,Normal
552685197,325000,10452,Pave,NA,Inside,Gtl,Minidoka,ID,38,1Fam,5,1953,1953,Wd Sdng,TA,594,1094,Y,1094,0,1094,0,0,1,0,3,5,2,Attchd,2,0,287,0,NA,Normal
298023902,325000,10452,Pave,NA,Inside,Gtl,Crook,WY,38,1Fam,5,1953,1953,Wd Sdng,TA,594,1094,Y,1094,0,1094,0,0,1,0,3,5,2,Attchd,2,0,287,0,NA,Normal
863310109,300000,22692,Pave,NA,Inside,Gtl,Kane,UT,40,1Fam,5,1953,1953,MetalSd,TA,486,1073,Y,1630,0,1630,0,0,2,0,3,6,1,Detchd,2,64,0,0,NA,Normal
575638425,300000,22692,Pave,NA,Inside,Gtl,Teton,ID,40,1Fam,5,1953,1953,MetalSd,TA,486,1073,Y,1630,0,1630,0,0,2,0,3,6,1,Detchd,2,64,0,0,NA,Normal
